adr_id,repositoryUrl,path,title,wordCount,status,llm_topic,content_preview
ADR_00027,https://github.com/anton-liauchuk/educational-platform.git,docs/architecture-decisions/0009-architecture-tests.md,9. Architecture tests.,33,,"testing_strategy, governance_and_process",# 9. Architecture tests. Date: 2020-06-27 ## Status Accepted ## Context We nee
ADR_00028,https://github.com/anton-liauchuk/educational-platform.git,docs/architecture-decisions/0006-rich-domain-model.md,6. Rich domain model.,45,,architecture_patterns,# 6. Rich domain model. Date: 2020-05-05 ## Status Accepted ## Context Possibl
ADR_00029,https://github.com/anton-liauchuk/educational-platform.git,docs/architecture-decisions/0011-use-axon-event-publishing-mechanism.md,10. Integration events implementation by using Axon Framework.,71,,"technology_choice, architecture_patterns",# 10. Integration events implementation by using Axon Framework. Date: 2021-01-1
ADR_00030,https://github.com/anton-liauchuk/educational-platform.git,docs/architecture-decisions/0002-integration-events-implementation.md,2. Integration events.,78,,"architecture_patterns, microservices_and_modularity",# 2. Integration events. Date: 2020-03-04 ## Status Accepted ## Context For im
ADR_00031,https://github.com/anton-liauchuk/educational-platform.git,docs/architecture-decisions/0007-api-first.md,7. API First.,173,,"api_and_contracts, governance_and_process",# 7. API First. Date: 2020-05-05 ## Status Accepted ## Context API should have
ADR_00032,https://github.com/anton-liauchuk/educational-platform.git,docs/architecture-decisions/0003-cqrs.md,3. CQRS.,77,,"architecture_patterns, data_persistence",# 3. CQRS. Date: 2020-03-22 ## Status Accepted ## Context There are possible s
ADR_00033,https://github.com/anton-liauchuk/educational-platform.git,docs/architecture-decisions/0005-identifier-between-modules.md,5. Identifier between modules.,72,,"api_and_contracts, microservices_and_modularity",# 5. Identifier between modules. Date: 2020-04-28 ## Status Accepted ## Contex
ADR_00034,https://github.com/ec-europa/ecl-twig.git,docs/decisions/003-ecl-compliance.md,Compliance checks,695,,"testing_strategy, governance_and_process","# Compliance checks | Status | accepted <!--becomes accepted, rejected o"
ADR_00035,https://github.com/ec-europa/ecl-twig.git,docs/decisions/002-stories.md,Stories,590,,others,"# Stories | Status | accepted <!--becomes accepted, rejected or supersed"
ADR_00036,https://github.com/ec-europa/ecl-twig.git,docs/decisions/001-strip-whitespaces.md,Strip whitespaces,1200,,others,"# Strip whitespaces | Status | accepted <!--becomes accepted, rejected o"
ADR_00037,https://github.com/PakkuDon/SoundCloudVisualizer.git,doc/architecture/decisions/0010-use-jest-and-cypress-for-tests.md,10. Use Jest and Cypress for tests,122,Accepted,"testing_strategy, technology_choice",# 10. Use Jest and Cypress for tests Date: 2019-11-17 ## Status Accepted ## 
ADR_00038,https://github.com/PakkuDon/SoundCloudVisualizer.git,doc/architecture/decisions/0006-use-webpack-to-build-source-code.md,6. Use Webpack to build source code,114,Accepted Supercedes [4. Use Gulp to build source code](0004-use-gulp-to-build-source-code.md),technology_choice,# 6. Use Webpack to build source code Date: 2019-06-23 (Backfilled 2019-11-11) 
ADR_00039,https://github.com/PakkuDon/SoundCloudVisualizer.git,doc/architecture/decisions/0002-manage-client-side-dependencies-using-bower.md,2. Manage client-side dependencies using Bower,103,Superceded by [5. Manage dependencies using Yarn](0005-manage-dependencies-using-yarn.md),technology_choice,# 2. Manage client-side dependencies using Bower Date: 2016-01-14 (Backfilled 2
ADR_00040,https://github.com/PakkuDon/SoundCloudVisualizer.git,doc/architecture/decisions/0007-use-react.md,7. Use React,97,Accepted Supercedes [3. Use AngularJS 1.x](0003-use-angularjs-1-x.md),technology_choice,# 7. Use React Date: 2019-06-24 (Backfilled 2019-11-11) ## Status Accepted S
ADR_00041,https://github.com/PakkuDon/SoundCloudVisualizer.git,doc/architecture/decisions/0005-manage-dependencies-using-yarn.md,5. Manage dependencies using Yarn,61,Accepted Supercedes [2. Manage client-side dependencies using Bower](0002-manage-client-side-dependencies-using-bower.md),technology_choice,# 5. Manage dependencies using Yarn Date: 2019-06-23 (Backfilled 2019-11-11) #
ADR_00042,https://github.com/PakkuDon/SoundCloudVisualizer.git,doc/architecture/decisions/0003-use-angularjs-1-x.md,3. Use AngularJS 1.x,120,Superceded by [7. Use React](0007-use-react.md),technology_choice,# 3. Use AngularJS 1.x Date: 2016-01-17 (Backfilled 2019-11-10) ## Status Sup
ADR_00043,https://github.com/PakkuDon/SoundCloudVisualizer.git,doc/architecture/decisions/0004-use-gulp-to-build-source-code.md,4. Use Gulp to build source code,115,Superceded by [6. Use Webpack to build source code](0006-use-webpack-to-build-source-code.md),technology_choice,# 4. Use Gulp to build source code Date: 2016-02-23 (Backfilled 2019-11-11) ##
ADR_00044,https://github.com/PakkuDon/SoundCloudVisualizer.git,doc/architecture/decisions/0008-use-css-modules-to-create-scoped-css-for-components.md,8. Use CSS modules to create scoped CSS for components,110,Accepted,technology_choice,# 8. Use CSS modules to create scoped CSS for components Date: 2019-07-21 (Back
ADR_00045,https://github.com/PakkuDon/SoundCloudVisualizer.git,doc/architecture/decisions/0001-record-architecture-decisions.md,1. Record architecture decisions,55,Accepted,governance_and_process,# 1. Record architecture decisions Date: 2019-11-10 ## Status Accepted ## Co
ADR_00046,https://github.com/PakkuDon/SoundCloudVisualizer.git,doc/architecture/decisions/0009-use-postcss.md,9. Use PostCSS,168,Accepted,technology_choice,# 9. Use PostCSS Date: 2019-11-07 (Backfilled 2019-11-16) ## Status Accepted 
ADR_00047,https://github.com/latis-data/latis3.git,docs/adr/0003-Sample-objects-implemented-as-domain-range-tuple.md,0003 - Sample objects implemented as domain-range tuple,125,proposed,architecture_patterns,# 0003 - Sample objects implemented as domain-range tuple * Status: proposed 
ADR_00048,https://github.com/latis-data/latis3.git,docs/adr/0002-Decouple-data-and-datatype-objects.md,0002 - Decouple data and datatype objects,130,proposed,"architecture_patterns, performance_and_scalability",# 0002 - Decouple data and datatype objects * Status: proposed * Date: 2019-0
ADR_00049,https://github.com/latis-data/latis3.git,docs/adr/0005-Operations-defined-in-FDML-schema-as-elements.md,0005 - Operations defined in FDML schema as elements,106,proposed,api_and_contracts,# 0005 - Operations defined in FDML schema as elements * Status: proposed * D
ADR_00050,https://github.com/latis-data/latis3.git,docs/adr/0004-Custom-adapters-defined-outside-core-FDML-schema.md,0004 - Custom adapters defined outside core FDML schema,120,proposed,"microservices_and_modularity, api_and_contracts",# 0004 - Custom adapters defined outside core FDML schema * Status: proposed 
ADR_00051,https://github.com/latis-data/latis3.git,docs/adr/0001-Scala-programming-language.md,0001 - Scala programming language.,613,proposed,technology_choice,# 0001 - Scala programming language. * Status: proposed * Date: 2019-02-12 
ADR_00052,https://github.com/mahanhz/clean-architecture-example.git,doc/adr/0007-use-kotlin.md,7. Use Kotlin,63,Proposed,technology_choice,# 7. Use Kotlin Date: 01-August-2017 ## Status Proposed ## Context The code
ADR_00053,https://github.com/mahanhz/clean-architecture-example.git,doc/adr/0002-use-clean-architecture.md,2. Use clean architecture,64,Accepted,architecture_patterns,# 2. Use clean architecture Date: 15-July-2017 ## Status Accepted ## Context
ADR_00054,https://github.com/mahanhz/clean-architecture-example.git,doc/adr/0003-use-spring-framework.md,3. Use Spring framework,68,Accepted,technology_choice,# 3. Use Spring framework Date: 20-July-2017 ## Status Accepted ## Context 
ADR_00055,https://github.com/mahanhz/clean-architecture-example.git,doc/adr/0005-api-versioning.md,5. API versioning,95,Superseded by [6. Avoid API Versioning](0006-avoid-api-versioning.md),api_and_contracts,# 5. API versioning Date: 28-July-2017 ## Status Superseded by [6. Avoid API 
ADR_00056,https://github.com/mahanhz/clean-architecture-example.git,doc/adr/0006-avoid-api-versioning.md,6. Avoid API versioning,83,Supersedes [5. API Versioning](0005-api-versioning.md),"api_and_contracts, governance_and_process",# 6. Avoid API versioning Date: 01-August-2017 ## Status Supersedes [5. API V
ADR_00057,https://github.com/mahanhz/clean-architecture-example.git,doc/adr/0004-documented-api.md,4. Documented API,107,Accepted,"api_and_contracts, technology_choice",# 4. Documented API Date: 25-July-2017 ## Status Accepted ## Context We nee
ADR_00058,https://github.com/mahanhz/clean-architecture-example.git,doc/adr/0001-record-architecture-decisions.md,1. Record architecture decisions,49,Accepted,governance_and_process,# 1. Record architecture decisions Date: 15-July-2017 ## Status Accepted ## 
ADR_00059,https://github.com/Ensembl/ols-client.git,doc/adr/0003-looping-over-list.md,3. looping over list,141,Done,"api_and_contracts, architecture_patterns",# 3. looping over list Date: 2018-07-26 ## Status Done ## Context We want t
ADR_00060,https://github.com/Ensembl/ols-client.git,doc/adr/0002-api-result-access.md,2. API result access,63,Done,api_and_contracts,# 2. API result access Date: 2018-07-29 ## Status Done ## Context We want t
ADR_00061,https://github.com/Ensembl/ols-client.git,doc/adr/0001-record-architecture-decisions.md,1. Record architecture decisions,45,Accepted,governance_and_process,# 1. Record architecture decisions Date: 2018-07-26 ## Status Accepted ## Co
ADR_00062,https://github.com/marain-dotnet/Marain.Workflow.git,docs/adr/0001-integration-of-event-store.md,"Integration of an Event Store for audit and ""change feed"" purposes",963,Accepted,"data_persistence, architecture_patterns, api_and_contracts, observability","# Integration of an Event Store for audit and ""change feed"" purposes ## Status "
ADR_00063,https://github.com/agentframework/agentframework.git,doc/architecture/decisions/0002-use-es6-proxy-to-provide-transparent-interceptor-layer.md,2. Use ES6 Proxy to provide transparent interceptor layer,71,Accepted,"architecture_patterns, technology_choice",# 2. Use ES6 Proxy to provide transparent interceptor layer Date: 2017-12-05 #
ADR_00064,https://github.com/agentframework/agentframework.git,doc/architecture/decisions/0010-use-agent-to-describe-an-instance-of-class.md,10. use agent to describe an instance of class,65,Accepted,technology_choice,# 10. use agent to describe an instance of class Date: 2021-04-15 ## Status A
ADR_00065,https://github.com/agentframework/agentframework.git,doc/architecture/decisions/0008-minify-build.md,8. minify build,42,Accepted,infrastructure_and_deployment,# 8. minify build Date: 2019-01-04 ## Status Accepted ## Context AgentFrame
ADR_00066,https://github.com/agentframework/agentframework.git,doc/architecture/decisions/0009-class-field-inject.md,9. class field inject,92,Accepted,"architecture_patterns, technology_choice",# 9. class field inject Date: 2020-10-18 ## Status Accepted ## Context Two 
ADR_00067,https://github.com/agentframework/agentframework.git,doc/architecture/decisions/0006-use-property-field-to-get-interceptor-instead-of-use-method.md,6. use property field to get interceptor instead of use method,102,Accepted,architecture_patterns,# 6. use property field to get interceptor instead of use method Date: 2018-12-
ADR_00068,https://github.com/agentframework/agentframework.git,doc/architecture/decisions/0005-use-for-instead-of-callbacks-helpers.md,"5. use keyword ""for"" instead of callbacks helpers",32,Accepted,technology_choice,"# 5. use keyword ""for"" instead of callbacks helpers Date: 2017-12-07 ## Status"
ADR_00069,https://github.com/agentframework/agentframework.git,doc/architecture/decisions/0004-use-lazy-function-to-create-dynamic-agent-type.md,4. use lazy function to create dynamic agent type,173,Accepted,"performance_and_scalability, architecture_patterns",# 4. use lazy function to create dynamic agent type Date: 2017-12-07 ## Status
ADR_00070,https://github.com/agentframework/agentframework.git,doc/architecture/decisions/0007-cancel-adr-0002-and-use-codegen-to-generate-interceptor.md,7. cancel adr 0002 and use CodeGen to generate interceptor,59,Accepted,"technology_choice, performance_and_scalability",# 7. cancel adr 0002 and use CodeGen to generate interceptor Date: 2018-12-26 
ADR_00071,https://github.com/agentframework/agentframework.git,doc/architecture/decisions/0013-interceptor-only-works-with-class-got-agent-decorator.md,13. interceptor only works with class got @agent decorator,84,Accepted,"architecture_patterns, performance_and_scalability",# 13. interceptor only works with class got @agent decorator Date: 2021-10-20 
ADR_00072,https://github.com/agentframework/agentframework.git,doc/architecture/decisions/0012-use-tsmon-instead-of-ts-node.md,12. Use tsmon instead of ts-node,40,Accepted,technology_choice,# 12. Use tsmon instead of ts-node Date: 2021-08-21 ## Status Accepted ## Co
ADR_00073,https://github.com/agentframework/agentframework.git,doc/architecture/decisions/0011-re-implement-decorate-metadata-param-to-improve-performance.md,11. re-implement **decorate **metadata \_\_param to improve performance,63,Accepted,performance_and_scalability,# 11. re-implement **decorate **metadata \_\_param to improve performance Date:
ADR_00074,https://github.com/agentframework/agentframework.git,doc/architecture/decisions/0001-use-rollup-instead-of-webpack-to-generate-release-build.md,1. use rollup instead of webpack to generate release build,72,Accepted,technology_choice,# 1. use rollup instead of webpack to generate release build Date: 2017-12-04 
ADR_00075,https://github.com/agentframework/agentframework.git,doc/architecture/decisions/0003-performance-decisions.md,3. Performance decisions,49,Accepted,performance_and_scalability,# 3. Performance decisions Date: 2017-12-07 ## Status Accepted ## Context |
ADR_00076,https://github.com/Betterment/test_track.git,doc/arch/adr-002.md,ADR 002: Remote kills are absolute,450,Accepted,"api_and_contracts, testing_strategy",# ADR 002: Remote kills are absolute ## Status Accepted ## Context When rapi
ADR_00077,https://github.com/Betterment/test_track.git,doc/arch/adr-003.md,ADR 003: New splits will be prefixed with `[app_name].`,369,Accepted,"microservices_and_modularity, governance_and_process",# ADR 003: New splits will be prefixed with `[app_name].` ## Status Accepted 
ADR_00078,https://github.com/Betterment/test_track.git,doc/arch/adr-001.md,ADR 001: AppRemoteKill Will Loosely Couple to Override Variant,244,Accepted,"microservices_and_modularity, architecture_patterns",# ADR 001: AppRemoteKill Will Loosely Couple to Override Variant ## Status Acc
ADR_00079,https://github.com/mfbieber/AdventOfCode-Java-learning-project.git,src/docs/architecture/decisions/0002-structural-patterns.md,2. Structural Patterns,198,Accepted,"architecture_patterns, testing_strategy",# 2. Structural Patterns Date: 2019-02-02 ## Status Accepted ## Context A l
ADR_00080,https://github.com/mfbieber/AdventOfCode-Java-learning-project.git,src/docs/architecture/decisions/0001-creational-patterns.md,1. Creational Patterns,219,Accepted,architecture_patterns,# 1. Creational Patterns Date: 2019-02-02 ## Status Accepted ## Context We 
ADR_00081,https://github.com/hathitrust/holdings-backend.git,adr/0002-mongodb.md,2. Use MongoDB for the back-end data store,230,Accepted,"data_persistence, technology_choice, performance_and_scalability",# 2. Use MongoDB for the back-end data store Date: 2020-04-22 ## Status Accep
ADR_00082,https://github.com/hathitrust/holdings-backend.git,adr/0005-concurrency.md,5. Concurrency,371,Proposed,"data_persistence, performance_and_scalability, testing_strategy",# 5. Concurrency Date: 2020-12-18 ## Status Proposed ## Context Loading hol
ADR_00083,https://github.com/hathitrust/holdings-backend.git,adr/0004-order-independence.md,4. Order Independence,485,Accepted,"data_persistence, testing_strategy",# 4. Order Independence Date: 2020-05-05 ## Status Accepted ## Context The 
ADR_00084,https://github.com/hathitrust/holdings-backend.git,adr/0003-separate-validation-load.md,3. Conceptual separation between data validation/transformation and load steps,215,Accepted,"data_persistence, architecture_patterns",# 3. Conceptual separation between data validation/transformation and load steps
ADR_00085,https://github.com/hathitrust/holdings-backend.git,adr/0001-incremental-building.md,1. Build print holdings database incrementally,276,Accepted,"data_persistence, performance_and_scalability",# 1. Build print holdings database incrementally Date: 2020-04-22 ## Status A
ADR_00086,https://github.com/hathitrust/holdings-backend.git,adr/0006-batch-loading.md,6. Batch Loading,283,Proposed,"data_persistence, performance_and_scalability",# 6. Batch Loading Date: 2020-12-18 ## Status Proposed ## Context Like many
ADR_00087,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/005-ECR-monitoring-and-alerting.md,Monitoring/Alerting of ECR Image Counts,312,✅ Accepted,"observability, infrastructure_and_deployment",# Monitoring/Alerting of ECR Image Counts Date: 04/07/2019 ## Status ✅ Accept
ADR_00088,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/000-Record-Architecture-Decisions.md,0. Record Architecture Decisions,684,✅ Accepted,governance_and_process,# 0. Record Architecture Decisions Date: 2019-05-01 ## Status ✅ Accepted ## 
ADR_00089,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/025-Domain-names.md,25 Domain names,613,,"infrastructure_and_deployment, governance_and_process",# 25 Domain names Date: 2021-07-07 ## Status ✅ Accepted ## Introduction The
ADR_00090,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/023-Logging.md,23 Logging,831,,"observability, infrastructure_and_deployment, security",# 23 Logging Date: 11/11/2024 ## Status ✅ Accepted ## Context > Cloud Platf
ADR_00091,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/008-Support-Deployments-from-Third-Party-CI.md,Support Deployments from Third Party CI,203,✅ Accepted,"infrastructure_and_deployment, governance_and_process",# Support Deployments from Third Party CI Date: 03/05/2018 ## Status ✅ Accept
ADR_00092,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/002-Use-github-for-architecture-decision-record.md,Use GitHub for architecture decision log,164,✅ Accepted,governance_and_process,# Use GitHub for architecture decision log Date: 26/03/2018 ## Status ✅ Accep
ADR_00093,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/011-Introduce-Open-Policy-Agent.md,Introduce Open Policy Agent,382,✅ Accepted,"security, technology_choice, governance_and_process",# Introduce Open Policy Agent Date: 07/06/2019 ## Status ✅ Accepted ## Conte
ADR_00094,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/019-Shared-Ingress-Controllers.md,Shared Ingress Controllers for teams,300,🤔 Proposed,"infrastructure_and_deployment, security, performance_and_scalability",# Shared Ingress Controllers for teams Date: 09/09/2020 ## Status 🤔 Proposed 
ADR_00095,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/004-use-kubernetes-for-container-management.md,Use kubernetes for running containerised applications,311,✅ Accepted,"technology_choice, infrastructure_and_deployment",# Use kubernetes for running containerised applications Date: 10/04/18 ## Stat
ADR_00096,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/017-Variable-Naming.md,Variable names in YAML & Terraform files are in snake case,111,🤔 Proposed,governance_and_process,# Variable names in YAML & Terraform files are in snake case Date: 17/08/2020 
ADR_00097,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/016-Kibana-is-open-to-all-service-teams.md,Kibana is open to all service teams,170,✅ Accepted,"observability, security",# Kibana is open to all service teams Date: 24/03/2020 ## Status ✅ Accepted 
ADR_00098,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/003-Use-Concourse-CI.md,Use Concourse CI,176,✅ Accepted,"technology_choice, infrastructure_and_deployment",# Use Concourse CI Date: 28/03/2018 ## Status ✅ Accepted ## Context The clo
ADR_00099,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/010-live-0-to-live-1-Cluster.md,Migrate from live-0 to live-1 Cluster,308,✅ Accepted,"infrastructure_and_deployment, security",# Migrate from live-0 to live-1 Cluster Date: 28/02/2019 ## Status ✅ Accepted
ADR_00100,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/031-Image-vulnerability-scanning.md,31 Image vulnerability scanning,34,,security,# 31 Image vulnerability scanning Date: 2022-01-05 **Link to this ADR: https:/
ADR_00101,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/029-Kubernetes-security-config-auditing.md,29 Kubernetes security config auditing,35,,"security, governance_and_process",# 29 Kubernetes security config auditing Date: 2021-11-10 **Link to this ADR: 
ADR_00102,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/012-One-cluster-for-dev-staging-prod.md,One cluster for dev/staging/prod,470,"✅ Accepted **June 2020 Update** The CP team is now in the habit of spinning up a [test cluster](https://github.com/ministryofjustice/cloud-platform-infrastructure/pull/742) to develop and test each change to the platform, before it is deployed to the main cluster (live-1). So although the main cluster still has dev/staging namespaces for service teams, this work is confined to their namespaces, and there's little concern that they would disrupt other namespaces. These user dev/staging namespaces could simply be seen as benefiting from the high service level offered for the cluster, due to it hosting the production namespaces. **May 2021 Update** We're looking to move on from this ADR decision, and have different clusters for non-prod namespaces - see [021-Multi-cluster](021-Multi-cluster.html)","infrastructure_and_deployment, microservices_and_modularity",# One cluster for dev/staging/prod Date: 01/06/2019 ## Status ✅ Accepted **J
ADR_00103,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/024-SSO-for-CP-Team-to-access-AWS.md,24. Use SSO for CP Team to access AWS Console,971,,"security, infrastructure_and_deployment",# 24. Use SSO for CP Team to access AWS Console Date: 2021-03-31 ## Status 🤔 
ADR_00104,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/028-Repo-vulnerability-scanning.md,28 Repo vulnerability scanning,34,,security,# 28 Repo vulnerability scanning Date: 2021-11-05 **Link to this ADR: https://
ADR_00105,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/021-Multi-cluster.md,21. Multi-cluster,827,,"infrastructure_and_deployment, security, performance_and_scalability",# 21. Multi-cluster Date: 2021-05-11 ## Status ⌛️ Superseded by [036. Multi-c
ADR_00106,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/007-Use-ECR-As-Container-Registry.md,Use ECR As Container Registry,345,✅ Accepted,"technology_choice, infrastructure_and_deployment",# Use ECR As Container Registry Date: 06/04/2018 ## Status ✅ Accepted ## Con
ADR_00107,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/018-Dedicated-Ingress-Controllers.md,Dedicated Ingress Controllers for teams,339,❌ Rejected (see [019](019-Shared-Ingress-Controllers.md)),"infrastructure_and_deployment, performance_and_scalability",# Dedicated Ingress Controllers for teams Date: 02/09/2020 ## Status ❌ Reject
ADR_00108,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/006-Use-github-as-user-directory.md,Use GitHub as our identity provider,413,✅ Accepted,"security, infrastructure_and_deployment",# Use GitHub as our identity provider Date 09/04/2018 ## Status ✅ Accepted #
ADR_00109,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/009-Naming-convention-for-clusters.md,Naming convention for clusters,284,✅ Accepted,"infrastructure_and_deployment, governance_and_process",# Naming convention for clusters Date: 05/06/2018 ## Status ✅ Accepted ## Co
ADR_00110,https://github.com/ministryofjustice/cloud-platform.git,architecture-decision-record/022-EKS.md,EKS,2467,,"infrastructure_and_deployment, security, technology_choice",# EKS Date: 11/11/2024 ## Status ✅ Accepted ## What’s proposed Use Amazon E
